performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate,financial_outlier_flag,balance_id,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,balance_outlier_flag,year,ebitda_usd_m,ebitda_margin,ebit_usd_m,nopat_usd_m,net_working_capital_usd_m,invested_capital_usd_m,net_debt_usd_m,change_nwc_usd_m,free_cash_flow_usd_m,revenue_growth_yoy,ttm_nopat_usd_m,ttm_ebitda_usd_m,avg_invested_capital_usd_m,wacc,roic,roic_wacc_spread,economic_profit_usd_m,net_debt_to_ebitda,value_creation_flag
FP_202510_BU01_APAC,2025-10-31,BU01,Asia Pacific,USD,254.53,100.48,74.84,9.59,19.22,0.2272,0,BS_202510_BU01_APAC,158.4,406.04,6.39,134.86,936.66,2324.92,0,2025,79.21000000000001,0.31120103720583037,69.62,53.802336,277.57,1214.23,2166.52,-12.939999999999998,57.112336,0.2559459192736604,605.1363,889.45,1141.3541666666667,0.099,0.5301915195765264,0.43119151957652646,492.14223749999996,2.435797402889426,Strong Creator
FP_202511_BU01_APAC,2025-11-30,BU01,Asia Pacific,USD,266.76,105.76,77.24,9.77,19.54,0.2259,0,BS_202511_BU01_APAC,165.1,441.67,6.9,148.36,946.43,2400.17,0,2025,83.76,0.3139901034637877,73.99000000000001,57.275659000000005,300.21,1246.6399999999999,2235.07,22.639999999999986,24.865659000000015,0.24201508520346393,615.800146,904.38,1155.5641666666666,0.099,0.5329000013701822,0.43390000137018225,501.39929350000006,2.4713837103872267,Strong Creator
FP_202512_BU01_APAC,2025-12-31,BU01,Asia Pacific,USD,286.89,113.3,82.12,9.96,21.09,0.227,0,BS_202512_BU01_APAC,170.43,456.16,7.18,153.2,957.56,2430.77,0,2025,91.46999999999997,0.3188330021959635,81.50999999999996,63.00722999999997,310.14000000000004,1267.7,2260.34,9.930000000000064,41.947229999999905,0.2773374888691007,629.277126,923.1899999999999,1170.7325,0.099,0.537507181187846,0.43850718118784604,513.3746084999999,2.4484017374538287,Strong Creator
FP_202101_BU01_EU,2021-01-31,BU01,Europe,USD,81.72,33.71,24.33,4.1,5.2,0.2524,0,BS_202101_BU01_EU,54.16,137.08,2.24,49.22,548.38,593.09,0,2021,23.68,0.28976994615761137,19.58,14.638008,90.10000000000002,638.48,538.9300000000001,0.0,13.538008000000001,,,,,0.091,,,,,Not Available
FP_202102_BU01_EU,2021-02-28,BU01,Europe,USD,79.26,32.34,23.21,4.15,5.16,0.25565000000000004,0,BS_202102_BU01_EU,55.24,144.0,2.35,52.12,549.39,603.08,0,2021,23.71,0.29914206409285893,19.560000000000002,14.559486000000001,94.22999999999999,643.62,547.84,4.129999999999967,9.419486000000035,,,,,0.091,,,,,Not Available
FP_202103_BU01_EU,2021-03-31,BU01,Europe,USD,84.61,34.51,24.55,4.2,5.48,0.2589,0,BS_202103_BU01_EU,55.47,140.53,2.28,50.3,550.67,609.05,0,2021,25.55,0.30197376196667064,21.35,15.822485,92.51,643.18,553.5799999999999,-1.7199999999999847,16.262484999999984,,,,,0.091,,,,,Not Available
FP_202104_BU01_EU,2021-04-30,BU01,Europe,USD,85.62,34.98,25.14,4.25,6.14,0.2606,0,BS_202104_BU01_EU,55.15,145.55,2.35,52.62,552.56,619.54,0,2021,25.500000000000007,0.2978276103714086,21.250000000000007,15.712250000000006,95.28,647.8399999999999,564.39,2.769999999999996,11.052250000000008,,,,,0.091,,,,,Not Available
FP_202105_BU01_EU,2021-05-31,BU01,Europe,USD,87.67,35.77,25.42,4.31,6.08,0.2566,0,BS_202105_BU01_EU,54.17,141.23,2.31,51.3,554.33,628.98,0,2021,26.479999999999997,0.30204174746207363,22.169999999999998,16.481178,92.24,646.57,574.8100000000001,-3.0400000000000063,17.751178000000003,,,,,0.091,,,,,Not Available
FP_202106_BU01_EU,2021-06-30,BU01,Europe,USD,91.04,37.19,26.8,4.36,6.26,0.2551,0,BS_202106_BU01_EU,53.05,150.65,2.42,55.25,556.23,637.67,0,2021,27.050000000000008,0.2971221441124781,22.69000000000001,16.901781000000007,97.82,654.05,584.62,5.579999999999998,9.421781000000008,,,,,0.091,,,,,Not Available
FP_202107_BU01_EU,2021-07-31,BU01,Europe,USD,84.86,34.75,25.19,4.42,5.69,0.2589,0,BS_202107_BU01_EU,52.39,140.78,2.24,50.28,557.5,644.95,0,2021,24.919999999999998,0.29366014612302616,20.5,15.192549999999999,92.74000000000001,650.24,592.5600000000001,-5.079999999999984,19.00254999999998,,,,,0.091,,,,,Not Available
FP_202108_BU01_EU,2021-08-31,BU01,Europe,USD,90.19,36.9,26.25,4.47,5.76,0.2593,0,BS_202108_BU01_EU,52.65,149.62,2.32,53.93,558.79,656.29,0,2021,27.04,0.2998115090364785,22.57,16.717599,98.00999999999999,656.8,603.64,5.269999999999982,10.157599000000017,,,,,0.091,,,,,Not Available
FP_202109_BU01_EU,2021-09-30,BU01,Europe,USD,95.16,38.68,27.25,4.53,5.94,0.2572,0,BS_202109_BU01_EU,53.65,160.59,2.45,58.3,560.2,664.86,0,2021,29.229999999999997,0.30716687683900795,24.699999999999996,18.34716,104.74,664.94,611.21,6.730000000000004,10.207159999999995,,,,,0.091,,,,,Not Available
FP_202110_BU01_EU,2021-10-31,BU01,Europe,USD,93.45,38.21,27.32,4.58,5.93,0.2566,0,BS_202110_BU01_EU,55.52,154.91,2.43,55.65,561.55,670.69,0,2021,27.92,0.2987693953986089,23.340000000000003,17.350956000000004,101.69,663.24,615.1700000000001,-3.049999999999997,19.050956,,,,,0.091,,,,,Not Available
FP_202111_BU01_EU,2021-11-30,BU01,Europe,USD,95.27,38.92,27.54,4.64,5.79,0.2555,0,BS_202111_BU01_EU,58.04,163.86,2.56,59.0,562.7,678.95,0,2021,28.809999999999995,0.3024036947622546,24.169999999999995,17.994564999999994,107.42000000000002,670.1200000000001,620.9100000000001,5.730000000000018,11.114564999999978,,,,,0.091,,,,,Not Available
FP_202112_BU01_EU,2021-12-31,BU01,Europe,USD,102.32,41.57,29.57,4.69,6.31,0.2556,0,BS_202112_BU01_EU,60.54,170.15,2.65,61.04,564.32,686.91,0,2021,31.179999999999993,0.30473025801407344,26.48999999999999,19.71915599999999,111.76000000000002,676.08,626.37,4.340000000000003,13.75915599999999,,199.437174,321.07,654.5966666666667,0.091,0.30467184474918396,0.21367184474918396,139.86887733333333,1.9508829850188434,Strong Creator
FP_202201_BU01_EU,2022-01-31,BU01,Europe,USD,91.3,37.16,27.3,4.75,5.75,0.2569,0,BS_202201_BU01_EU,62.44,154.64,2.5,54.39,565.32,694.74,0,2022,26.84,0.29397590361445786,22.09,16.415079,102.74999999999999,668.07,632.3,-9.010000000000034,24.425079000000032,0.1172295643661283,201.214245,324.23,657.0625000000001,0.098,0.3062330371920479,0.20823303719204792,136.82211999999998,1.9501588378620114,Strong Creator
FP_202202_BU01_EU,2022-02-28,BU01,Europe,USD,90.05,36.67,26.89,4.8,6.0,0.2565,0,BS_202202_BU01_EU,63.63,163.34,2.65,59.07,566.52,703.51,0,2022,26.489999999999995,0.2941699056079955,21.689999999999994,16.126514999999998,106.92000000000002,673.44,639.88,4.17000000000003,10.756514999999968,0.13613424173605848,202.781274,327.01,659.5475,0.098,0.30745514765805343,0.20945514765805343,138.145619,1.956759732118284,Strong Creator
FP_202203_BU01_EU,2022-03-31,BU01,Europe,USD,100.01,40.95,28.3,4.86,6.58,0.2572,0,BS_202203_BU01_EU,64.13,165.19,2.66,59.72,568.24,714.62,0,2022,30.76,0.30756924307569244,25.900000000000002,19.23852,108.13,676.37,650.49,1.2099999999999795,16.308520000000023,0.18201158255525351,206.197309,332.21999999999997,662.3133333333334,0.098,0.31132894148791607,0.21332894148791606,141.2906023333333,1.958009752573596,Strong Creator
FP_202204_BU01_EU,2022-04-30,BU01,Europe,USD,97.57,40.04,28.73,4.92,6.63,0.2602,0,BS_202204_BU01_EU,63.53,168.39,2.71,60.65,569.95,722.7,0,2022,28.799999999999994,0.2951726965255713,23.879999999999995,17.666423999999996,110.44999999999999,680.4000000000001,659.1700000000001,2.319999999999993,13.636424000000002,0.13957019387993452,208.15148299999998,335.52,665.0266666666668,0.098,0.31299719760611094,0.21499719760611094,142.97886966666664,1.964622079160706,Strong Creator
FP_202205_BU01_EU,2022-05-31,BU01,Europe,USD,95.62,38.78,42.48,4.98,6.61,0.2572,1,BS_202205_BU01_EU,62.15,163.8,2.57,57.32,571.58,727.12,0,2022,14.360000000000007,0.15017778707383397,9.380000000000006,6.967464000000005,109.05000000000001,680.6300000000001,664.97,-1.3999999999999773,6.737463999999982,0.09068096270103809,198.637769,323.4,667.8650000000001,0.098,0.2974220373877954,0.19942203738779538,133.18699899999996,2.0561842918985778,Strong Creator
FP_202206_BU01_EU,2022-06-30,BU01,Europe,USD,104.57,42.37,30.42,5.05,7.05,0.2555,0,BS_202206_BU01_EU,60.99,177.79,2.76,64.12,573.58,737.03,0,2022,31.779999999999994,0.3039112556182461,26.729999999999993,19.900484999999993,116.42999999999998,690.01,676.04,7.379999999999967,10.520485000000026,0.14861599297012296,201.63647299999997,328.12999999999994,670.8616666666667,0.098,0.3005634142160455,0.20256341421604548,135.89202966666664,2.0602809861944964,Strong Creator
FP_202207_BU01_EU,2022-07-31,BU01,Europe,USD,100.14,40.86,29.26,5.11,6.7,0.2594,0,BS_202207_BU01_EU,60.35,163.42,2.61,58.8,575.17,746.63,0,2022,30.02,0.2997803075694028,24.91,18.448345999999997,107.23,682.4,686.28,-9.199999999999974,26.058345999999972,0.18006127739806743,204.892269,333.23,673.5416666666667,0.098,0.304201327312094,0.20620132731209398,138.88518566666664,2.0594784383158777,Strong Creator
FP_202208_BU01_EU,2022-08-31,BU01,Europe,USD,101.05,41.24,29.39,5.17,6.45,0.2578,0,BS_202208_BU01_EU,60.31,166.71,2.63,59.88,576.45,755.45,0,2022,30.419999999999995,0.3010390895596239,25.249999999999993,18.740549999999995,109.46000000000001,685.9100000000001,695.1400000000001,2.230000000000004,15.23054999999999,0.12041246257899996,206.91521999999998,336.60999999999996,675.9675000000001,0.098,0.3061023200079885,0.20810232000798848,140.67040499999996,2.0651198716615675,Strong Creator
FP_202209_BU01_EU,2022-09-30,BU01,Europe,USD,107.83,44.09,31.1,5.23,6.66,0.2564,0,BS_202209_BU01_EU,61.4,183.22,2.8,66.66,577.88,764.57,0,2022,32.63999999999999,0.30269869238616337,27.409999999999993,20.382075999999994,119.36000000000001,697.24,703.1700000000001,9.900000000000006,9.052075999999989,0.13314417822614555,208.95013599999996,340.02,678.6591666666667,0.098,0.30788670699946336,0.20988670699946335,142.44153766666662,2.0680254102699847,Strong Creator
FP_202210_BU01_EU,2022-10-31,BU01,Europe,USD,108.7,44.24,31.6,5.29,6.75,0.2568,0,BS_202210_BU01_EU,63.56,185.34,2.79,65.63,579.34,774.55,0,2022,32.86000000000001,0.3022999080036799,27.570000000000007,20.49002400000001,122.5,701.84,710.99,3.1399999999999864,15.890024000000022,0.16318887105403967,212.089204,344.96,681.8758333333334,0.098,0.31103786588711774,0.21303786588711773,145.26537233333332,2.0610795454545454,Strong Creator
FP_202211_BU01_EU,2022-11-30,BU01,Europe,USD,107.04,43.55,31.27,5.35,6.46,0.2571,0,BS_202211_BU01_EU,66.15,190.98,2.87,67.29,580.45,784.31,0,2022,32.22000000000001,0.3010089686098656,26.87000000000001,19.96172300000001,126.55999999999999,707.01,718.16,4.059999999999988,14.791723000000019,0.12354361288968208,214.056362,348.37,684.9500000000002,0.098,0.3125138506460325,0.21451385064603248,146.931262,2.061486350719063,Strong Creator
FP_202212_BU01_EU,2022-12-31,BU01,Europe,USD,111.65,45.4,32.54,5.41,6.71,0.2575,0,BS_202212_BU01_EU,68.69,185.15,2.91,66.31,581.75,789.2,0,2022,33.71,0.30192566054635017,28.3,21.01275,121.75,703.5,720.51,-4.809999999999988,24.522749999999988,0.09118451915559045,215.349956,350.9,687.235,0.098,0.3133570845489534,0.2153570845489534,148.000926,2.0533200341977773,Strong Creator
FP_202301_BU01_EU,2023-01-31,BU01,Europe,USD,103.98,42.49,31.16,5.48,6.6,0.2569,0,BS_202301_BU01_EU,70.96,175.47,2.81,62.22,582.87,798.39,0,2023,30.330000000000002,0.2916907097518754,24.85,18.466035,116.06,698.9300000000001,727.43,-5.689999999999998,23.036035,0.13888280394304497,217.400912,354.39,689.8066666666667,0.104,0.3151620917938359,0.21116209179383594,145.66101866666668,2.0526256384209485,Strong Creator
FP_202302_BU01_EU,2023-02-28,BU01,Europe,USD,106.86,43.6,32.16,5.54,6.94,0.2569,0,BS_202302_BU01_EU,72.58,191.53,3.09,70.12,584.27,809.93,0,2023,31.1,0.29103499906419616,25.560000000000002,18.993636000000002,124.5,708.77,737.3499999999999,8.439999999999998,9.153636000000002,0.18667406996113267,220.268033,359.0,692.7508333333334,0.104,0.31796141181112497,0.213961411811125,148.22194633333334,2.0538997214484676,Strong Creator
FP_202303_BU01_EU,2023-03-31,BU01,Europe,USD,114.57,46.83,33.46,5.61,7.86,0.258,0,BS_202303_BU01_EU,72.97,191.175,3.06,68.74,586.52,817.44,0,2023,34.279999999999994,0.29920572575717896,28.669999999999995,21.273139999999994,125.49500000000002,712.015,744.47,0.9950000000000188,18.028139999999976,0.1455854414558544,222.302653,362.52000000000004,695.72125,0.104,0.31952833552230864,0.21552833552230866,149.94764299999997,2.0535970429217696,Strong Creator
FP_202304_BU01_EU,2023-04-30,BU01,Europe,USD,110.85,45.22,32.56,5.68,7.43,0.2572,0,BS_202304_BU01_EU,72.28,190.82,3.09,68.3,588.27,828.03,0,2023,33.06999999999999,0.2983310780333784,27.389999999999993,20.345291999999997,125.61,713.88,755.75,0.11499999999998067,18.480292000000016,0.13610741006456895,224.981521,366.79,698.51125,0.104,0.3220871832772915,0.21808718327729154,152.33635099999998,2.0604433054336266,Strong Creator
FP_202305_BU01_EU,2023-05-31,BU01,Europe,USD,114.35,46.49,33.53,5.75,8.06,0.2574,0,BS_202305_BU01_EU,71.24,192.77,3.05,68.39,590.58,840.51,0,2023,34.329999999999984,0.30021862702229984,28.579999999999984,21.223507999999985,127.43000000000002,718.0100000000001,769.27,1.8200000000000216,17.093507999999964,0.19587952311231938,239.23756499999996,386.76,701.6262499999999,0.104,0.3409757901731869,0.23697579017318693,166.26843499999995,1.989011273140966,Strong Creator
FP_202306_BU01_EU,2023-06-30,BU01,Europe,USD,117.89,47.77,34.15,5.83,8.19,0.2572,0,BS_202306_BU01_EU,69.8,198.93,3.15,71.72,592.94,850.45,0,2023,35.970000000000006,0.3051149376537451,30.140000000000008,22.387992000000008,130.36,723.3000000000001,780.6500000000001,2.9299999999999926,17.09799200000002,0.12737878932772317,241.725072,390.95,704.4004166666667,0.104,0.34316429445610064,0.23916429445610066,168.46742866666668,1.996802660186725,Strong Creator
FP_202307_BU01_EU,2023-07-31,BU01,Europe,USD,112.07,45.56,33.17,5.9,7.59,0.2613,0,BS_202307_BU01_EU,68.77,184.97,2.96,65.85,594.63,855.91,0,2023,33.33999999999999,0.2974926385294904,27.43999999999999,20.269927999999993,122.08000000000001,716.71,787.14,-8.280000000000001,26.859927999999993,0.11913321350109829,243.546654,394.27,707.2595833333334,0.104,0.34435256833446937,0.24035256833446939,169.9916573333333,1.996449133842291,Strong Creator
FP_202308_BU01_EU,2023-08-31,BU01,Europe,USD,113.8,46.35,33.68,5.97,7.33,0.2572,0,BS_202308_BU01_EU,68.74,187.28,2.96,67.18,595.99,864.56,0,2023,33.76999999999999,0.2967486818980667,27.79999999999999,20.649839999999994,123.06,719.05,795.8199999999999,0.9799999999999898,18.30984,0.1261751608114794,245.455944,397.62,710.0212500000001,0.104,0.3457022504608136,0.24170225046081362,171.61373399999997,2.001458679140888,Strong Creator
FP_202309_BU01_EU,2023-09-30,BU01,Europe,USD,123.48,50.29,35.53,6.04,8.01,0.2586,0,BS_202309_BU01_EU,70.04,208.04,3.18,75.78,597.96,875.51,0,2023,37.66,0.30498866213151926,31.619999999999997,23.443068,135.44,733.4000000000001,805.47,12.379999999999995,9.093068000000002,0.14513586200500783,248.51693600000002,402.64,713.0345833333334,0.104,0.3485341970907208,0.24453419709072083,174.36133933333335,2.000471885555335,Strong Creator
FP_202310_BU01_EU,2023-10-31,BU01,Europe,USD,121.36,49.78,35.53,6.11,7.49,0.2543,0,BS_202310_BU01_EU,72.26,202.65,3.13,72.81,599.34,879.67,0,2023,36.05,0.2970500988793672,29.939999999999998,22.326258,132.97,732.3100000000001,807.41,-2.469999999999999,23.416258,0.11646734130634773,250.35316999999998,405.83,715.57375,0.104,0.3498635465596662,0.24586354655966625,175.93349999999998,1.9895276347238993,Strong Creator
FP_202311_BU01_EU,2023-11-30,BU01,Europe,USD,124.63,51.11,36.5,6.18,7.47,0.257,0,BS_202311_BU01_EU,75.44,213.21,3.32,77.29,600.63,887.11,0,2023,37.019999999999996,0.2970392361389713,30.839999999999996,22.914119999999997,139.24,739.87,811.6700000000001,6.27000000000001,15.354119999999988,0.16433109118086686,253.30556699999997,410.62999999999994,718.3120833333334,0.104,0.35263999155427445,0.24863999155427446,178.60111033333328,1.9766456420621976,Strong Creator
FP_202312_BU01_EU,2023-12-31,BU01,Europe,USD,133.05,54.38,37.93,6.25,8.14,0.2584,0,BS_202312_BU01_EU,78.94,218.89,3.43,79.33,602.52,898.43,0,2023,40.740000000000016,0.30620067643742965,34.490000000000016,25.577784000000012,142.99,745.51,819.49,3.75,19.93778400000001,0.19167039856695034,257.87060099999997,417.65999999999997,721.8129166666668,0.104,0.3572540682575297,0.2532540682575297,182.80205766666663,1.9620983575156827,Strong Creator
FP_202401_BU01_EU,2024-01-31,BU01,Europe,USD,124.26,50.53,36.3,6.33,8.05,0.2582,0,BS_202401_BU01_EU,81.88,207.84,3.32,73.73,604.24,911.86,0,2024,37.43000000000001,0.30122324159021413,31.10000000000001,23.069980000000008,137.43,741.6700000000001,829.98,-5.560000000000002,26.909980000000008,0.19503750721292556,262.474546,424.75999999999993,725.3745833333334,0.101,0.36184690231885935,0.2608469023188593,189.2117130833333,1.9539975515585275,Strong Creator
FP_202402_BU01_EU,2024-02-29,BU01,Europe,USD,121.4,48.96,35.63,6.4,7.79,0.2564,0,BS_202402_BU01_EU,83.46,217.13,3.42,76.91,605.63,924.15,0,2024,36.809999999999995,0.3032125205930807,30.409999999999997,22.612876,143.64,749.27,840.6899999999999,6.2099999999999795,15.01287600000002,0.1360658805914281,266.09378599999997,430.46999999999997,728.7495833333334,0.101,0.3651374794382386,0.2641374794382386,192.4900780833333,1.9529583943131925,Strong Creator
FP_202403_BU01_EU,2024-03-31,BU01,Europe,USD,130.04,52.84,37.63,6.48,8.99,0.2583,0,BS_202403_BU01_EU,83.84,220.5,3.45,78.16,608.14,932.38,0,2024,39.569999999999986,0.30429098738849575,33.08999999999999,24.542852999999994,145.79,753.93,848.54,2.1500000000000057,19.88285299999999,0.135026621279567,269.363499,435.75999999999993,732.2425,0.101,0.36786105559292176,0.2668610555929217,195.4070065,1.947264549293189,Strong Creator
FP_202404_BU01_EU,2024-04-30,BU01,Europe,USD,133.02,54.22,38.81,6.56,8.85,0.2542,0,BS_202404_BU01_EU,83.43,228.53,3.63,82.25,610.43,942.01,0,2024,39.99000000000001,0.3006314839873704,33.43000000000001,24.932094000000006,149.91,760.3399999999999,858.5799999999999,4.1200000000000045,18.522094000000003,0.20000000000000018,273.950301,442.67999999999995,736.1141666666667,0.101,0.3721573546675844,0.2711573546675844,199.6027701666667,1.9395048341917414,Strong Creator
FP_202405_BU01_EU,2024-05-31,BU01,Europe,USD,135.67,55.5,39.3,6.64,9.42,0.2615,0,BS_202405_BU01_EU,82.22,230.92,3.63,82.19,613.21,950.66,0,2024,40.86999999999999,0.30124566963956656,34.22999999999999,25.27885499999999,152.35999999999999,765.57,868.4399999999999,2.4499999999999886,20.048855000000003,0.1864451246174026,278.005648,449.21999999999997,740.0775,0.101,0.37564396701696784,0.2746439670169678,203.2578205,1.9332175771336984,Strong Creator
FP_202406_BU01_EU,2024-06-30,BU01,Europe,USD,140.03,57.79,41.03,6.73,9.5,0.254,0,BS_202406_BU01_EU,80.92,244.54,3.82,88.48,615.98,957.57,0,2024,41.21000000000001,0.2942940798400343,34.480000000000004,25.722080000000002,159.88,775.86,876.6500000000001,7.52000000000001,15.432079999999992,0.18780218848078722,281.33973599999996,454.46,744.4575,0.101,0.3779124207896354,0.2769124207896354,206.14952849999997,1.9289926506183166,Strong Creator
FP_202407_BU01_EU,2024-07-31,BU01,Europe,USD,133.32,54.83,39.33,6.76,9.03,0.2578,0,BS_202407_BU01_EU,80.11,231.59,3.58,81.59,618.25,963.95,0,2024,39.16,0.29372937293729373,32.4,24.047279999999997,153.58,771.83,883.84,-6.299999999999983,28.07727999999998,0.18961363433568312,285.11708799999997,460.28,749.0508333333333,0.101,0.3806378356609086,0.2796378356609086,209.4629538333333,1.9202224732771358,Strong Creator
FP_202408_BU01_EU,2024-08-31,BU01,Europe,USD,136.61,55.9,40.27,6.72,8.84,0.2566,0,BS_202408_BU01_EU,80.5,233.17,3.59,82.83,620.37,975.59,0,2024,40.440000000000005,0.29602518117268134,33.720000000000006,25.067448000000006,153.93,774.3,895.09,0.3499999999999943,22.59744800000001,0.20043936731107226,289.534696,466.95,753.6550000000001,0.101,0.38417405311448866,0.2831740531144886,213.41554099999996,1.916886176250134,Strong Creator
FP_202409_BU01_EU,2024-09-30,BU01,Europe,USD,146.03,59.64,42.2,6.68,9.23,0.2565,0,BS_202409_BU01_EU,82.24,248.08,3.8,90.21,622.92,987.33,0,2024,44.19,0.30260905293432855,37.51,27.888685,161.67000000000002,784.5899999999999,905.09,7.740000000000009,17.598684999999993,0.18262066731454474,293.980313,473.48,757.9208333333335,0.101,0.38787733503389205,0.286877335033892,217.43030883333336,1.9115696544732619,Strong Creator
FP_202410_BU01_EU,2024-10-31,BU01,Europe,USD,145.83,60.12,42.08,6.65,9.05,0.2549,0,BS_202410_BU01_EU,85.35,240.48,3.77,87.38,625.32,997.78,0,2024,43.63000000000001,0.29918398134814517,36.98000000000001,27.553798000000008,156.87,782.19,912.43,-4.800000000000011,29.953798000000017,0.20163150955833897,299.20785300000006,481.06,762.0775,0.101,0.3926212924538516,0.2916212924538516,222.23802550000005,1.8967072714422317,Strong Creator
FP_202411_BU01_EU,2024-11-30,BU01,Europe,USD,147.96,60.74,42.59,6.62,9.0,0.2533,0,BS_202411_BU01_EU,89.24,252.38,3.94,91.63,627.7,1011.81,0,2024,44.629999999999995,0.3016355771830224,38.01,28.382066999999996,164.69,792.3900000000001,922.5699999999999,7.819999999999993,18.182067000000004,0.18719409451977875,304.6758,488.67,766.4541666666668,0.101,0.39751339773524175,0.29651339773524177,227.26392916666663,1.8879202733951335,Strong Creator
