performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate
FP_202412_BU05_APAC,2024-12-31,BU05,Asia Pacific,USD,137.04,52.35,36.86,4.10,6.66,0.2277
FP_202412_BU05_EU,2024-12-31,BU05,Europe,USD,89.08,35.10,24.51,2.67,4.46,0.2558
FP_202412_BU05_LATAM,2024-12-31,BU05,Latin America,USD,48.11,19.20,12.66,1.35,2.40,0.2690
FP_202412_BU05_NA,2024-12-31,BU05,North America,USD,177.46,69.17,49.74,5.37,8.71,0.2509
FP_202501_BU01_APAC,2025-01-31,BU01,Asia Pacific,USD,208.64,81.55,61.28,8.76,15.98,0.2246
FP_202501_BU01_EU,2025-01-31,BU01,Europe,USD,137.87,56.29,41.87,6.57,8.82,0.2581
FP_202501_BU01_LATAM,2025-01-31,BU01,Latin America,USD,63.16,26.06,18.98,2.88,3.96,0.2703
FP_202501_BU01_NA,2025-01-31,BU01,North America,USD,235.90,94.42,69.63,10.90,14.81,0.2462
FP_202501_BU02_APAC,2025-01-31,BU02,Asia Pacific,USD,120.54,71.82,26.90,7.29,7.28,0.2249
FP_202501_BU02_EU,2025-01-31,BU02,Europe,USD,125.34,76.34,28.10,8.14,7.87,0.2607
FP_202501_BU02_LATAM,2025-01-31,BU02,Latin America,USD,57.24,35.05,13.30,3.77,3.48,0.2753
FP_202501_BU02_NA,2025-01-31,BU02,North America,USD,194.41,117.99,43.13,12.25,11.56,0.2504
FP_202501_BU03_APAC,2025-01-31,BU03,Asia Pacific,USD,103.82,49.58,27.72,6.46,7.85,0.2260
FP_202501_BU03_EU,2025-01-31,BU03,Europe,USD,122.39,59.66,33.35,7.96,9.56,0.2532
FP_202501_BU03_LATAM,2025-01-31,BU03,Latin America,USD,40.96,20.22,10.89,2.56,3.18,0.2703
FP_202501_BU03_NA,2025-01-31,BU03,North America,USD,238.93,116.27,63.41,15.03,17.97,0.2470
FP_202501_BU04_APAC,2025-01-31,BU04,Asia Pacific,USD,123.48,76.29,23.17,9.41,10.79,0.2226
FP_202501_BU04_EU,2025-01-31,BU04,Europe,USD,137.11,86.94,26.84,12.27,14.05,0.2543
FP_202501_BU04_LATAM,2025-01-31,BU04,Latin America,USD,49.27,31.18,9.26,3.91,4.55,0.2702
FP_202501_BU04_NA,2025-01-31,BU04,North America,USD,185.98,117.01,34.65,14.42,17.30,0.2475
FP_202501_BU05_APAC,2025-01-31,BU05,Asia Pacific,USD,120.10,45.75,33.43,4.16,5.96,0.2267
FP_202501_BU05_EU,2025-01-31,BU05,Europe,USD,77.21,30.50,21.75,2.72,3.92,0.2600
FP_202501_BU05_LATAM,2025-01-31,BU05,Latin America,USD,41.23,16.42,11.73,1.37,2.05,0.2750
FP_202501_BU05_NA,2025-01-31,BU05,North America,USD,159.15,62.11,44.42,5.46,8.00,0.2435
FP_202502_BU01_APAC,2025-02-28,BU01,Asia Pacific,USD,215.24,83.82,63.13,8.78,16.89,0.2252
FP_202502_BU01_EU,2025-02-28,BU01,Europe,USD,139.49,56.23,42.09,6.54,9.01,0.2578
FP_202502_BU01_LATAM,2025-02-28,BU01,Latin America,USD,66.18,27.16,19.32,2.87,4.35,0.2720
FP_202502_BU01_NA,2025-02-28,BU01,North America,USD,238.64,95.54,70.67,10.87,15.85,0.2471
FP_202502_BU02_APAC,2025-02-28,BU02,Asia Pacific,USD,116.29,69.43,26.20,7.33,7.34,0.2281
FP_202502_BU02_EU,2025-02-28,BU02,Europe,USD,123.90,75.40,27.91,8.18,8.14,0.2547
FP_202502_BU02_LATAM,2025-02-28,BU02,Latin America,USD,59.99,36.68,13.66,3.80,3.81,0.2700
FP_202502_BU02_NA,2025-02-28,BU02,North America,USD,196.57,119.34,44.20,12.32,12.36,0.2539
FP_202502_BU03_APAC,2025-02-28,BU03,Asia Pacific,USD,102.14,48.56,27.36,6.50,7.93,0.2291
FP_202502_BU03_EU,2025-02-28,BU03,Europe,USD,119.90,58.54,33.13,8.02,9.60,0.2578
FP_202502_BU03_LATAM,2025-02-28,BU03,Latin America,USD,40.80,20.15,11.01,2.58,3.21,0.2722
FP_202502_BU03_NA,2025-02-28,BU03,North America,USD,235.37,113.66,63.46,15.14,18.91,0.2420
FP_202502_BU04_APAC,2025-02-28,BU04,Asia Pacific,USD,124.96,77.35,23.61,9.45,11.78,0.2254
FP_202502_BU04_EU,2025-02-28,BU04,Europe,USD,139.61,88.85,27.60,12.32,14.03,0.2621
FP_202502_BU04_LATAM,2025-02-28,BU04,Latin America,USD,53.90,34.07,9.75,3.93,5.30,0.2697
FP_202502_BU04_NA,2025-02-28,BU04,North America,USD,190.08,119.05,35.20,14.49,17.51,0.2507
FP_202502_BU05_APAC,2025-02-28,BU05,Asia Pacific,USD,125.99,48.04,35.53,4.23,6.38,0.2220
FP_202502_BU05_EU,2025-02-28,BU05,Europe,USD,80.68,31.79,22.66,2.76,4.17,0.2579
FP_202502_BU05_LATAM,2025-02-28,BU05,Latin America,USD,42.09,16.80,11.85,1.40,2.16,0.2711
FP_202502_BU05_NA,2025-02-28,BU05,North America,USD,155.71,60.91,44.51,5.54,7.82,0.2462
FP_202503_BU01_APAC,2025-03-31,BU01,Asia Pacific,USD,238.53,93.46,67.93,8.81,19.08,0.2274
FP_202503_BU01_EU,2025-03-31,BU01,Europe,USD,152.47,61.69,44.40,6.52,9.93,0.2568
FP_202503_BU01_LATAM,2025-03-31,BU01,Latin America,USD,69.69,28.78,20.53,2.86,4.76,0.2714
FP_202503_BU01_NA,2025-03-31,BU01,North America,USD,259.22,103.77,75.69,10.84,17.53,0.2461
FP_202503_BU02_APAC,2025-03-31,BU02,Asia Pacific,USD,134.40,80.27,28.62,7.38,8.75,0.2271
FP_202503_BU02_EU,2025-03-31,BU02,Europe,USD,141.33,86.35,30.52,8.24,9.15,0.2520
FP_202503_BU02_LATAM,2025-03-31,BU02,Latin America,USD,67.42,41.17,14.33,3.82,4.44,0.2765
FP_202503_BU02_NA,2025-03-31,BU02,North America,USD,214.31,130.08,46.33,12.40,14.06,0.2470
FP_202503_BU03_APAC,2025-03-31,BU03,Asia Pacific,USD,108.99,52.01,28.74,6.55,8.76,0.2260
FP_202503_BU03_EU,2025-03-31,BU03,Europe,USD,123.03,60.15,33.27,8.07,10.25,0.2597
FP_202503_BU03_LATAM,2025-03-31,BU03,Latin America,USD,41.93,20.61,10.94,2.60,3.40,0.2721
FP_202503_BU03_NA,2025-03-31,BU03,North America,USD,246.22,118.88,64.75,15.26,20.10,0.2515
FP_202503_BU04_APAC,2025-03-31,BU04,Asia Pacific,USD,138.10,85.49,24.17,9.50,13.24,0.2243
FP_202503_BU04_EU,2025-03-31,BU04,Europe,USD,151.65,96.86,28.47,12.37,14.93,0.2578
FP_202503_BU04_LATAM,2025-03-31,BU04,Latin America,USD,56.63,35.73,10.03,3.95,5.56,0.2726
FP_202503_BU04_NA,2025-03-31,BU04,North America,USD,199.48,124.93,35.72,14.56,19.48,0.2496
FP_202503_BU05_APAC,2025-03-31,BU05,Asia Pacific,USD,136.08,51.81,37.63,4.30,7.36,0.2296
FP_202503_BU05_EU,2025-03-31,BU05,Europe,USD,86.21,34.01,23.81,2.80,4.74,0.2584
FP_202503_BU05_LATAM,2025-03-31,BU05,Latin America,USD,43.93,17.60,12.47,1.42,2.44,0.2750
FP_202503_BU05_NA,2025-03-31,BU05,North America,USD,173.18,67.56,47.79,5.63,9.65,0.2467
FP_202504_BU01_APAC,2025-04-30,BU01,Asia Pacific,USD,227.09,89.37,66.08,8.85,18.22,0.2297
FP_202504_BU01_EU,2025-04-30,BU01,Europe,USD,156.60,63.94,45.43,6.51,10.86,0.2581
FP_202504_BU01_LATAM,2025-04-30,BU01,Latin America,USD,68.31,28.12,20.01,2.86,4.61,0.2707
FP_202504_BU01_NA,2025-04-30,BU01,North America,USD,261.05,104.37,77.05,10.83,17.96,0.2490
FP_202504_BU02_APAC,2025-04-30,BU02,Asia Pacific,USD,129.82,77.92,27.85,7.43,8.80,0.2230
FP_202504_BU02_EU,2025-04-30,BU02,Europe,USD,135.67,82.53,29.86,8.29,8.88,0.2586
FP_202504_BU02_LATAM,2025-04-30,BU02,Latin America,USD,65.59,40.19,14.15,3.85,4.44,0.2724
FP_202504_BU02_NA,2025-04-30,BU02,North America,USD,219.73,132.64,46.59,12.49,13.94,0.2482
FP_202504_BU03_APAC,2025-04-30,BU03,Asia Pacific,USD,105.97,50.58,28.47,6.61,8.64,0.2282
FP_202504_BU03_EU,2025-04-30,BU03,Europe,USD,122.50,59.68,33.01,8.13,9.92,0.2533
FP_202504_BU03_LATAM,2025-04-30,BU03,Latin America,USD,41.91,20.66,11.15,2.62,3.45,0.2691
FP_202504_BU03_NA,2025-04-30,BU03,North America,USD,240.54,116.48,64.60,15.38,19.71,0.2492
FP_202504_BU04_APAC,2025-04-30,BU04,Asia Pacific,USD,138.22,85.58,24.49,9.55,13.60,0.2235
FP_202504_BU04_EU,2025-04-30,BU04,Europe,USD,146.32,93.80,28.23,12.43,14.06,0.2561
FP_202504_BU04_LATAM,2025-04-30,BU04,Latin America,USD,54.64,34.44,9.81,3.97,5.34,0.2740
FP_202504_BU04_NA,2025-04-30,BU04,North America,USD,207.48,129.06,36.53,14.64,20.34,0.2507
FP_202504_BU05_APAC,2025-04-30,BU05,Asia Pacific,USD,130.87,50.19,36.43,4.37,7.10,0.2289
FP_202504_BU05_EU,2025-04-30,BU05,Europe,USD,83.27,32.86,23.22,2.85,4.51,0.2597
FP_202504_BU05_LATAM,2025-04-30,BU05,Latin America,USD,43.45,17.39,12.24,1.45,2.36,0.2712
FP_202504_BU05_NA,2025-04-30,BU05,North America,USD,170.51,66.86,47.22,5.73,9.11,0.2513
FP_202505_BU01_APAC,2025-05-31,BU01,Asia Pacific,USD,236.13,92.57,69.96,8.89,18.96,0.2246
FP_202505_BU01_EU,2025-05-31,BU01,Europe,USD,155.28,63.05,45.67,6.51,10.68,0.2575
FP_202505_BU01_LATAM,2025-05-31,BU01,Latin America,USD,69.54,28.63,20.64,2.86,4.78,0.2735
FP_202505_BU01_NA,2025-05-31,BU01,North America,USD,260.78,104.42,76.47,10.83,18.33,0.2466
FP_202505_BU02_APAC,2025-05-31,BU02,Asia Pacific,USD,141.99,84.81,30.05,7.49,9.52,0.2283
FP_202505_BU02_EU,2025-05-31,BU02,Europe,USD,154.11,94.19,31.98,8.35,10.56,0.2578
FP_202505_BU02_LATAM,2025-05-31,BU02,Latin America,USD,69.22,42.42,14.65,3.87,4.70,0.2755
FP_202505_BU02_NA,2025-05-31,BU02,North America,USD,227.53,138.04,46.68,12.57,15.10,0.2515
FP_202505_BU03_APAC,2025-05-31,BU03,Asia Pacific,USD,103.43,49.37,27.62,6.66,8.74,0.2222
FP_202505_BU03_EU,2025-05-31,BU03,Europe,USD,124.26,60.36,32.97,8.20,10.58,0.2578
FP_202505_BU03_LATAM,2025-05-31,BU03,Latin America,USD,41.39,20.50,10.96,2.64,3.48,0.2733
FP_202505_BU03_NA,2025-05-31,BU03,North America,USD,243.56,118.11,65.40,15.50,20.33,0.2480
FP_202505_BU04_APAC,2025-05-31,BU04,Asia Pacific,USD,139.28,85.79,24.50,9.60,14.30,0.2277
FP_202505_BU04_EU,2025-05-31,BU04,Europe,USD,145.99,93.85,29.06,12.48,14.90,0.2602
FP_202505_BU04_LATAM,2025-05-31,BU04,Latin America,USD,57.06,36.18,9.87,3.99,5.74,0.2700
FP_202505_BU04_NA,2025-05-31,BU04,North America,USD,216.83,135.12,36.88,14.71,21.51,0.2457
FP_202505_BU05_APAC,2025-05-31,BU05,Asia Pacific,USD,133.83,51.39,38.35,4.45,7.48,0.2243
FP_202505_BU05_EU,2025-05-31,BU05,Europe,USD,88.76,34.91,24.57,2.90,4.94,0.2569
FP_202505_BU05_LATAM,2025-05-31,BU05,Latin America,USD,43.36,17.27,12.46,1.47,2.29,0.2722
FP_202505_BU05_NA,2025-05-31,BU05,North America,USD,171.14,66.86,47.84,5.83,9.27,0.2487
FP_202506_BU01_APAC,2025-06-30,BU01,Asia Pacific,USD,244.83,95.43,71.59,8.94,19.15,0.2264
FP_202506_BU01_EU,2025-06-30,BU01,Europe,USD,163.18,66.22,46.71,6.51,10.87,0.2575
FP_202506_BU01_LATAM,2025-06-30,BU01,Latin America,USD,70.85,29.09,21.02,2.86,4.95,0.2737
FP_202506_BU01_NA,2025-06-30,BU01,North America,USD,274.04,110.16,80.36,10.83,18.65,0.2449
FP_202506_BU02_APAC,2025-06-30,BU02,Asia Pacific,USD,142.82,85.66,29.69,7.54,9.38,0.2238
FP_202506_BU02_EU,2025-06-30,BU02,Europe,USD,154.58,94.53,31.58,8.41,10.20,0.2596
FP_202506_BU02_LATAM,2025-06-30,BU02,Latin America,USD,70.98,43.46,14.84,3.90,4.75,0.2675
FP_202506_BU02_NA,2025-06-30,BU02,North America,USD,229.09,138.61,47.33,12.66,15.00,0.2494
FP_202506_BU03_APAC,2025-06-30,BU03,Asia Pacific,USD,106.91,51.05,28.77,6.71,8.47,0.2229
FP_202506_BU03_EU,2025-06-30,BU03,Europe,USD,126.65,61.67,33.58,8.26,10.64,0.2574
FP_202506_BU03_LATAM,2025-06-30,BU03,Latin America,USD,42.49,20.94,11.26,2.66,3.53,0.2672
FP_202506_BU03_NA,2025-06-30,BU03,North America,USD,247.05,119.85,65.16,15.62,19.86,0.2485
FP_202506_BU04_APAC,2025-06-30,BU04,Asia Pacific,USD,139.13,85.70,24.58,9.66,13.85,0.2246
FP_202506_BU04_EU,2025-06-30,BU04,Europe,USD,140.78,90.78,28.93,12.54,14.14,0.2603
FP_202506_BU04_LATAM,2025-06-30,BU04,Latin America,USD,58.22,36.93,10.11,4.01,5.58,0.2748
FP_202506_BU04_NA,2025-06-30,BU04,North America,USD,215.83,134.40,36.45,14.80,21.27,0.2490
FP_202506_BU05_APAC,2025-06-30,BU05,Asia Pacific,USD,132.87,50.68,37.66,4.53,7.26,0.2246
FP_202506_BU05_EU,2025-06-30,BU05,Europe,USD,92.63,36.34,25.56,2.95,5.24,0.2613
FP_202506_BU05_LATAM,2025-06-30,BU05,Latin America,USD,45.11,17.91,12.69,1.49,2.47,0.2725
FP_202506_BU05_NA,2025-06-30,BU05,North America,USD,189.78,73.69,51.97,5.93,10.55,0.2491
FP_202507_BU01_APAC,2025-07-31,BU01,Asia Pacific,USD,234.70,91.10,70.43,9.05,19.13,0.2275
FP_202507_BU01_EU,2025-07-31,BU01,Europe,USD,157.83,64.70,46.32,6.55,10.81,0.2621
FP_202507_BU01_LATAM,2025-07-31,BU01,Latin America,USD,68.21,27.84,20.58,2.88,4.50,0.2698
FP_202507_BU01_NA,2025-07-31,BU01,North America,USD,255.59,102.64,76.59,10.91,17.34,0.2503
FP_202507_BU02_APAC,2025-07-31,BU02,Asia Pacific,USD,135.72,81.05,28.64,7.60,8.94,0.2262
FP_202507_BU02_EU,2025-07-31,BU02,Europe,USD,151.24,91.98,31.33,8.47,9.93,0.2538
FP_202507_BU02_LATAM,2025-07-31,BU02,Latin America,USD,69.38,42.56,14.80,3.93,4.53,0.2727
FP_202507_BU02_NA,2025-07-31,BU02,North America,USD,227.26,137.82,47.45,12.75,14.83,0.2498
FP_202507_BU03_APAC,2025-07-31,BU03,Asia Pacific,USD,106.11,50.66,28.23,6.76,8.53,0.2261
FP_202507_BU03_EU,2025-07-31,BU03,Europe,USD,123.10,59.98,33.33,8.32,10.32,0.2590
FP_202507_BU03_LATAM,2025-07-31,BU03,Latin America,USD,41.75,20.58,11.15,2.68,3.35,0.2759
FP_202507_BU03_NA,2025-07-31,BU03,North America,USD,236.66,114.91,63.45,15.73,19.43,0.2492
FP_202507_BU04_APAC,2025-07-31,BU04,Asia Pacific,USD,129.05,79.71,23.60,9.71,12.34,0.2301
FP_202507_BU04_EU,2025-07-31,BU04,Europe,USD,121.95,78.96,27.04,12.59,13.28,0.2594
FP_202507_BU04_LATAM,2025-07-31,BU04,Latin America,USD,55.77,35.23,9.96,4.03,5.37,0.2736
FP_202507_BU04_NA,2025-07-31,BU04,North America,USD,199.51,124.27,35.38,14.87,19.67,0.2449
FP_202507_BU05_APAC,2025-07-31,BU05,Asia Pacific,USD,135.87,51.45,39.24,4.60,7.79,0.2183
FP_202507_BU05_EU,2025-07-31,BU05,Europe,USD,83.64,32.94,23.79,3.01,4.63,0.2563
FP_202507_BU05_LATAM,2025-07-31,BU05,Latin America,USD,45.50,18.20,13.02,1.52,2.55,0.2692
FP_202507_BU05_NA,2025-07-31,BU05,North America,USD,192.02,74.90,53.64,6.04,10.42,0.2471
FP_202508_BU01_APAC,2025-08-31,BU01,Asia Pacific,USD,245.82,95.75,72.53,9.23,19.15,0.2236
FP_202508_BU01_EU,2025-08-31,BU01,Europe,USD,159.04,65.08,47.31,6.65,10.49,0.2566
FP_202508_BU01_LATAM,2025-08-31,BU01,Latin America,USD,69.40,28.34,21.08,2.92,4.43,0.2701
FP_202508_BU01_NA,2025-08-31,BU01,North America,USD,261.22,105.33,76.76,11.07,16.83,0.2524
FP_202508_BU02_APAC,2025-08-31,BU02,Asia Pacific,USD,136.46,81.80,28.55,7.65,8.58,0.2260
FP_202508_BU02_EU,2025-08-31,BU02,Europe,USD,154.72,93.98,32.09,8.53,9.72,0.2550
FP_202508_BU02_LATAM,2025-08-31,BU02,Latin America,USD,71.22,43.77,15.00,3.96,4.39,0.2700
FP_202508_BU02_NA,2025-08-31,BU02,North America,USD,233.36,141.83,48.04,12.84,14.83,0.2478
FP_202508_BU03_APAC,2025-08-31,BU03,Asia Pacific,USD,108.97,52.26,29.21,6.81,8.41,0.2230
FP_202508_BU03_EU,2025-08-31,BU03,Europe,USD,127.77,62.26,34.24,8.38,10.22,0.2591
FP_202508_BU03_LATAM,2025-08-31,BU03,Latin America,USD,42.69,21.22,11.36,2.70,3.40,0.2761
FP_202508_BU03_NA,2025-08-31,BU03,North America,USD,236.78,114.87,63.24,15.85,18.66,0.2459
FP_202508_BU04_APAC,2025-08-31,BU04,Asia Pacific,USD,129.64,80.03,23.88,9.75,11.79,0.2287
FP_202508_BU04_EU,2025-08-31,BU04,Europe,USD,118.10,76.70,27.33,12.64,13.03,0.2582
FP_202508_BU04_LATAM,2025-08-31,BU04,Latin America,USD,54.51,34.54,9.61,4.05,4.95,0.2734
FP_202508_BU04_NA,2025-08-31,BU04,North America,USD,191.33,119.44,35.14,14.94,18.08,0.2468
FP_202508_BU05_APAC,2025-08-31,BU05,Asia Pacific,USD,148.24,56.02,42.61,4.71,11.50,0.2270
FP_202508_BU05_EU,2025-08-31,BU05,Europe,USD,87.66,34.60,25.54,3.07,6.76,0.2592
FP_202508_BU05_LATAM,2025-08-31,BU05,Latin America,USD,46.89,18.75,13.32,1.55,3.70,0.2683
FP_202508_BU05_NA,2025-08-31,BU05,North America,USD,188.42,73.44,53.31,6.17,14.14,0.2474
FP_202509_BU01_APAC,2025-09-30,BU01,Asia Pacific,USD,264.91,103.90,77.26,9.41,20.13,0.2243
FP_202509_BU01_EU,2025-09-30,BU01,Europe,USD,173.54,71.13,50.58,6.75,10.95,0.2569
FP_202509_BU01_LATAM,2025-09-30,BU01,Latin America,USD,78.19,31.81,22.63,2.97,4.91,0.2726
FP_202509_BU01_NA,2025-09-30,BU01,North America,USD,283.48,113.65,83.54,11.23,17.72,0.2506
FP_202509_BU02_APAC,2025-09-30,BU02,Asia Pacific,USD,146.46,87.60,30.48,7.70,9.06,0.2290
FP_202509_BU02_EU,2025-09-30,BU02,Europe,USD,168.25,103.06,33.71,8.59,10.51,0.2557
FP_202509_BU02_LATAM,2025-09-30,BU02,Latin America,USD,74.07,45.61,15.29,3.98,4.39,0.2704
FP_202509_BU02_NA,2025-09-30,BU02,North America,USD,236.30,143.01,48.35,12.93,14.35,0.2527
FP_202509_BU03_APAC,2025-09-30,BU03,Asia Pacific,USD,111.46,53.37,29.96,6.86,8.73,0.2320
FP_202509_BU03_EU,2025-09-30,BU03,Europe,USD,131.01,63.70,34.98,8.44,9.95,0.2590
FP_202509_BU03_LATAM,2025-09-30,BU03,Latin America,USD,43.49,21.56,11.50,2.72,3.21,0.2732
FP_202509_BU03_NA,2025-09-30,BU03,North America,USD,242.87,118.08,65.51,15.96,18.79,0.2474
FP_202509_BU04_APAC,2025-09-30,BU04,Asia Pacific,USD,147.30,90.90,24.94,9.80,13.33,0.2293
FP_202509_BU04_EU,2025-09-30,BU04,Europe,USD,132.16,85.35,28.53,12.69,12.95,0.2588
FP_202509_BU04_LATAM,2025-09-30,BU04,Latin America,USD,58.21,36.86,10.09,4.07,5.22,0.2736
FP_202509_BU04_NA,2025-09-30,BU04,North America,USD,207.06,129.21,35.99,15.01,19.11,0.2485
FP_202509_BU05_APAC,2025-09-30,BU05,Asia Pacific,USD,151.13,56.99,44.90,4.85,15.98,0.2269
FP_202509_BU05_EU,2025-09-30,BU05,Europe,USD,94.69,37.28,28.55,3.15,9.62,0.2579
FP_202509_BU05_LATAM,2025-09-30,BU05,Latin America,USD,47.90,18.98,14.09,1.60,5.21,0.2742
FP_202509_BU05_NA,2025-09-30,BU05,North America,USD,186.12,72.85,55.64,6.34,18.48,0.2516
FP_202510_BU01_APAC,2025-10-31,BU01,Asia Pacific,USD,254.53,100.48,74.84,9.59,19.22,0.2272
FP_202510_BU01_EU,2025-10-31,BU01,Europe,USD,169.34,68.91,49.22,6.85,10.25,0.2547
FP_202510_BU01_LATAM,2025-10-31,BU01,Latin America,USD,77.90,31.92,22.49,3.01,4.67,0.2718
FP_202510_BU01_NA,2025-10-31,BU01,North America,USD,275.66,110.47,81.70,11.39,16.77,0.2506
FP_202510_BU02_APAC,2025-10-31,BU02,Asia Pacific,USD,166.86,99.78,32.12,7.76,10.05,0.2263
FP_202510_BU02_EU,2025-10-31,BU02,Europe,USD,180.31,109.62,35.52,8.65,10.59,0.2559
FP_202510_BU02_LATAM,2025-10-31,BU02,Latin America,USD,86.83,53.41,16.82,4.01,5.21,0.2717
FP_202510_BU02_NA,2025-10-31,BU02,North America,USD,262.16,158.38,51.54,13.02,15.75,0.2511
FP_202510_BU03_APAC,2025-10-31,BU03,Asia Pacific,USD,113.43,54.37,29.67,6.91,8.54,0.2253
FP_202510_BU03_EU,2025-10-31,BU03,Europe,USD,128.49,62.78,34.23,8.50,9.79,0.2588
FP_202510_BU03_LATAM,2025-10-31,BU03,Latin America,USD,43.00,21.37,11.52,2.74,3.18,0.2696
FP_202510_BU03_NA,2025-10-31,BU03,North America,USD,254.32,123.43,67.83,16.07,18.89,0.2464
FP_202510_BU04_APAC,2025-10-31,BU04,Asia Pacific,USD,143.54,88.53,25.14,9.85,12.92,0.2262
FP_202510_BU04_EU,2025-10-31,BU04,Europe,USD,130.71,84.45,28.82,12.74,12.26,0.2589
FP_202510_BU04_LATAM,2025-10-31,BU04,Latin America,USD,58.97,37.33,9.99,4.09,5.29,0.2750
FP_202510_BU04_NA,2025-10-31,BU04,North America,USD,211.38,132.04,37.05,15.09,18.47,0.2464
FP_202510_BU05_APAC,2025-10-31,BU05,Asia Pacific,USD,150.93,56.86,43.46,4.99,11.22,0.2284
FP_202510_BU05_EU,2025-10-31,BU05,Europe,USD,96.45,38.00,27.71,3.24,6.90,0.2553
FP_202510_BU05_LATAM,2025-10-31,BU05,Latin America,USD,49.85,19.82,14.14,1.65,3.76,0.2729
FP_202510_BU05_NA,2025-10-31,BU05,North America,USD,193.35,75.26,55.85,6.50,13.71,0.2480
FP_202511_BU01_APAC,2025-11-30,BU01,Asia Pacific,USD,266.76,105.76,77.24,9.77,19.54,0.2259
FP_202511_BU01_EU,2025-11-30,BU01,Europe,USD,177.21,71.85,50.08,6.95,10.89,0.2545
FP_202511_BU01_LATAM,2025-11-30,BU01,Latin America,USD,79.05,32.59,22.89,3.05,4.91,0.2704
FP_202511_BU01_NA,2025-11-30,BU01,North America,USD,290.77,116.75,83.73,11.55,17.08,0.2459
FP_202511_BU02_APAC,2025-11-30,BU02,Asia Pacific,USD,187.12,111.99,34.41,7.82,11.29,0.2286
FP_202511_BU02_EU,2025-11-30,BU02,Europe,USD,201.38,122.67,37.34,8.72,11.72,0.2559
FP_202511_BU02_LATAM,2025-11-30,BU02,Latin America,USD,96.14,59.02,17.54,4.04,5.47,0.2714
FP_202511_BU02_NA,2025-11-30,BU02,North America,USD,306.36,185.48,57.67,13.12,18.26,0.2528
FP_202511_BU03_APAC,2025-11-30,BU03,Asia Pacific,USD,111.64,53.71,29.73,6.96,8.51,0.2245
FP_202511_BU03_EU,2025-11-30,BU03,Europe,USD,126.06,61.41,34.24,8.56,9.42,0.2567
FP_202511_BU03_LATAM,2025-11-30,BU03,Latin America,USD,43.52,21.68,11.63,2.76,3.27,0.2751
FP_202511_BU03_NA,2025-11-30,BU03,North America,USD,250.62,121.69,65.82,16.18,19.11,0.2472
FP_202511_BU04_APAC,2025-11-30,BU04,Asia Pacific,USD,139.51,86.40,24.83,9.90,12.61,0.2262
FP_202511_BU04_EU,2025-11-30,BU04,Europe,USD,120.46,77.92,27.57,12.78,12.30,0.2570
FP_202511_BU04_LATAM,2025-11-30,BU04,Latin America,USD,55.25,35.02,9.79,4.11,4.73,0.2677
FP_202511_BU04_NA,2025-11-30,BU04,North America,USD,200.24,126.00,35.56,15.15,17.46,0.2430
FP_202511_BU05_APAC,2025-11-30,BU05,Asia Pacific,USD,166.12,63.28,45.69,5.09,8.41,0.2286
FP_202511_BU05_EU,2025-11-30,BU05,Europe,USD,101.04,39.83,28.10,3.30,5.35,0.2589
FP_202511_BU05_LATAM,2025-11-30,BU05,Latin America,USD,52.89,20.86,14.27,1.68,2.71,0.2702
FP_202511_BU05_NA,2025-11-30,BU05,North America,USD,207.27,80.79,56.90,6.63,10.69,0.2498
FP_202512_BU01_APAC,2025-12-31,BU01,Asia Pacific,USD,286.89,113.30,82.12,9.96,21.09,0.2270
FP_202512_BU01_EU,2025-12-31,BU01,Europe,USD,190.90,77.79,54.29,7.05,11.93,0.2575
FP_202512_BU01_LATAM,2025-12-31,BU01,Latin America,USD,82.36,33.72,23.65,3.10,5.11,0.2725
FP_202512_BU01_NA,2025-12-31,BU01,North America,USD,306.85,123.40,88.71,11.71,19.06,0.2471
FP_202512_BU02_APAC,2025-12-31,BU02,Asia Pacific,USD,197.13,117.69,35.95,7.89,11.83,0.2278
FP_202512_BU02_EU,2025-12-31,BU02,Europe,USD,202.06,122.82,37.55,8.79,11.76,0.2610
FP_202512_BU02_LATAM,2025-12-31,BU02,Latin America,USD,100.52,61.86,18.20,4.08,6.14,0.2717
FP_202512_BU02_NA,2025-12-31,BU02,North America,USD,309.78,186.82,57.23,13.22,18.03,0.2489
FP_202512_BU03_APAC,2025-12-31,BU03,Asia Pacific,USD,107.43,51.34,29.10,7.01,7.78,0.2283
FP_202512_BU03_EU,2025-12-31,BU03,Europe,USD,129.10,63.26,34.32,8.61,9.43,0.2591
FP_202512_BU03_LATAM,2025-12-31,BU03,Latin America,USD,42.75,21.00,11.48,2.78,3.07,0.2740
FP_202512_BU03_NA,2025-12-31,BU03,North America,USD,246.25,119.24,65.80,16.30,18.28,0.2496
FP_202512_BU04_APAC,2025-12-31,BU04,Asia Pacific,USD,126.27,78.07,23.69,9.94,11.42,0.2243
FP_202512_BU04_EU,2025-12-31,BU04,Europe,USD,113.11,73.23,26.63,12.83,12.37,0.2561
FP_202512_BU04_LATAM,2025-12-31,BU04,Latin America,USD,50.67,31.98,9.57,4.13,4.59,0.2748
FP_202512_BU04_NA,2025-12-31,BU04,North America,USD,193.17,121.13,35.29,15.22,17.31,0.2512
